ens,symbol,allenGenes
ENSMUSG00000021823,Vcl,Vcl
ENSMUSG00000021824,Ap3m1,Ap3m1
ENSMUSG00000039197,Adk,Adk
ENSMUSG00000114875,Gm30363,Gm30363
ENSMUSG00000021767,Kat6b,Kat6b
ENSMUSG00000063821,Dupd1,Dupd1
ENSMUSG00000021768,Dusp13,Dusp13
ENSMUSG00000084940,Gm15935,Gm15935
ENSMUSG00000021770,Samd8,Samd8
ENSMUSG00000021771,Vdac2,Vdac2
ENSMUSG00000021773,Comtd1,Comtd1
ENSMUSG00000090564,A430057M04Rik,A430057M04Rik
ENSMUSG00000114352,4931407E12Rik,4931407E12Rik
ENSMUSG00000039081,Zfp503,Zfp503
ENSMUSG00000063458,Lrmda,Lrmda
ENSMUSG00000114205,Gm7480,Gm7480
ENSMUSG00000114412,4930405A10Rik,4930405A10Rik
ENSMUSG00000114496,Gm47601,Gm47601
ENSMUSG00000068680,Gm10248,Gm10248
ENSMUSG00000063142,Kcnma1,Kcnma1
ENSMUSG00000100100,Gm29626,Gm29626
ENSMUSG00000114953,4930519K11Rik,4930519K11Rik
ENSMUSG00000114722,Gm31392,Gm31392
ENSMUSG00000118519,AC163638.2,AC163638.2
ENSMUSG00000021782,Dlg5,Dlg5
ENSMUSG00000091079,Gm17105,Gm17105
ENSMUSG00000038925,E330034G19Rik,E330034G19Rik
ENSMUSG00000114567,Gm47774,Gm47774
ENSMUSG00000114575,Gm47814,Gm47814
ENSMUSG00000025280,Polr3a,Polr3a
ENSMUSG00000025290,Rps24,Rps24
ENSMUSG00000048628,4930542C16Rik,4930542C16Rik
ENSMUSG00000089887,4930428N03Rik,4930428N03Rik
ENSMUSG00000114965,Gm47906,Gm47906
ENSMUSG00000072686,Gm10398,Gm10398
ENSMUSG00000114924,Gm38408,Gm38408
ENSMUSG00000114288,Gm32123,Gm32123
ENSMUSG00000114271,Gm32224,Gm32224
ENSMUSG00000114916,4930572O13Rik,4930572O13Rik
ENSMUSG00000087535,Zmiz1os1,Zmiz1os1
ENSMUSG00000097601,Gm26660,Gm26660
ENSMUSG00000114232,Gm17747,Gm17747
ENSMUSG00000007817,Zmiz1,Zmiz1
ENSMUSG00000114709,Gm47920,Gm47920
ENSMUSG00000114539,Gm47921,Gm47921
ENSMUSG00000021868,Ppif,Ppif
ENSMUSG00000114922,Ppifos,Ppifos
ENSMUSG00000055538,Zcchc24,Zcchc24
ENSMUSG00000021866,Anxa11,Anxa11
ENSMUSG00000098609,Anxa11os,Anxa11os
ENSMUSG00000095304,Plac9a,Plac9a
ENSMUSG00000072676,Tmem254a,Tmem254a
ENSMUSG00000095975,Cphx1,Cphx1
ENSMUSG00000048502,Duxbl1,Duxbl1
ENSMUSG00000094800,Gm9780,Gm9780
ENSMUSG00000072680,Tmem254c,Tmem254c
ENSMUSG00000098463,Cphx2,Cphx2
ENSMUSG00000094817,Cphx3,Cphx3
ENSMUSG00000072675,Duxbl2,Duxbl2
ENSMUSG00000072674,Plac9b,Plac9b
ENSMUSG00000021867,Tmem254b,Tmem254b
ENSMUSG00000072672,Duxbl3,Duxbl3
ENSMUSG00000114753,Gm34059,Gm34059
ENSMUSG00000021874,4933413J09Rik,4933413J09Rik
ENSMUSG00000090104,Slmapos2,Slmapos2
ENSMUSG00000021870,Slmap,Slmap
ENSMUSG00000040818,Dennd6a,Dennd6a
ENSMUSG00000090861,Arf4os,Arf4os
ENSMUSG00000021877,Arf4,Arf4
ENSMUSG00000043702,Pde12,Pde12
ENSMUSG00000096052,9930004E17Rik,9930004E17Rik
ENSMUSG00000021879,Dnah12,Dnah12
ENSMUSG00000021898,Asb14,Asb14
ENSMUSG00000040760,Appl1,Appl1
ENSMUSG00000040726,Hesx1,Hesx1
ENSMUSG00000040717,Il17rd,Il17rd
ENSMUSG00000021895,Arhgef3,Arhgef3
ENSMUSG00000040651,Tasor,Tasor
ENSMUSG00000046753,Ccdc66,Ccdc66
ENSMUSG00000040640,Erc2,Erc2
ENSMUSG00000109849,Gm45645,Gm45645
ENSMUSG00000021994,Wnt5a,Wnt5a
ENSMUSG00000097002,Gm2670,Gm2670
ENSMUSG00000114818,Gm35164,Gm35164
ENSMUSG00000114577,Gm35217,Gm35217
ENSMUSG00000021991,Cacna2d3,Cacna2d3
ENSMUSG00000045776,Lrtm1,Lrtm1
ENSMUSG00000114595,Gm48004,Gm48004
ENSMUSG00000114760,Gm48006,Gm48006
ENSMUSG00000114704,Gm48003,Gm48003
ENSMUSG00000114570,Gm48058,Gm48058
ENSMUSG00000114815,Gm41118,Gm41118
ENSMUSG00000114774,Gm35281,Gm35281
ENSMUSG00000114424,Gm47414,Gm47414
ENSMUSG00000042682,Selenok,Selenok
ENSMUSG00000015971,Actr8,Actr8
ENSMUSG00000015966,Il17rb,Il17rb
ENSMUSG00000015970,Chdh,Chdh
ENSMUSG00000015968,Cacna1d,Cacna1d
ENSMUSG00000118437,CT009536.1,CT009536.1
ENSMUSG00000021962,Dcp1a,Dcp1a
ENSMUSG00000021957,Tkt,Tkt
ENSMUSG00000021948,Prkcd,Prkcd
ENSMUSG00000114553,Gm7644,Gm7644
ENSMUSG00000052395,Rft1,Rft1
ENSMUSG00000006527,Sfmbt1,Sfmbt1
ENSMUSG00000115723,1700087M22Rik,1700087M22Rik
ENSMUSG00000006526,Stimate,Stimate
ENSMUSG00000042485,Mustn1,Mustn1
ENSMUSG00000021922,Itih4,Itih4
ENSMUSG00000006522,Itih3,Itih3
ENSMUSG00000006529,Itih1,Itih1
ENSMUSG00000021918,Nek4,Nek4
ENSMUSG00000021917,Spcs1,Spcs1
ENSMUSG00000021916,Glt8d1,Glt8d1
ENSMUSG00000042354,Gnl3,Gnl3
ENSMUSG00000042323,Pbrm1,Pbrm1
ENSMUSG00000058351,Smim4,Smim4
ENSMUSG00000071547,Nt5dc2,Nt5dc2
ENSMUSG00000042286,Stab1,Stab1
ENSMUSG00000021910,Nisch,Nisch
ENSMUSG00000091898,Tnnc1,Tnnc1
ENSMUSG00000021904,Sema3g,Sema3g
ENSMUSG00000021902,Phf7,Phf7
ENSMUSG00000021901,Bap1,Bap1
ENSMUSG00000019027,Dnah1,Dnah1
ENSMUSG00000115311,Gm35823,Gm35823
ENSMUSG00000115468,Gm49217,Gm49217
ENSMUSG00000115445,Gm49791,Gm49791
ENSMUSG00000021893,Capn7,Capn7
ENSMUSG00000021892,Sh3bp5,Sh3bp5
ENSMUSG00000021891,Mettl6,Mettl6
ENSMUSG00000021890,Eaf1,Eaf1
ENSMUSG00000057606,Colq,Colq
ENSMUSG00000021884,Hacl1,Hacl1
ENSMUSG00000021900,Btd,Btd
ENSMUSG00000014496,Ankrd28,Ankrd28
ENSMUSG00000046005,D830044D21Rik,D830044D21Rik
ENSMUSG00000115120,4930425P05Rik,4930425P05Rik
ENSMUSG00000021903,Galnt15,Galnt15
ENSMUSG00000021905,Dph3,Dph3
ENSMUSG00000021906,Oxnad1,Oxnad1
ENSMUSG00000021907,Msmb,Msmb
ENSMUSG00000056234,Ncoa4,Ncoa4
ENSMUSG00000013701,Timm23,Timm23
ENSMUSG00000021911,Parg,Parg
ENSMUSG00000090459,Gm17210,Gm17210
ENSMUSG00000115813,Gm46447,Gm46447
ENSMUSG00000115691,Gm48914,Gm48914
ENSMUSG00000021913,Ogdhl,Ogdhl
ENSMUSG00000072473,1700024G13Rik,1700024G13Rik
ENSMUSG00000021919,Chat,Chat
ENSMUSG00000100241,Slc18a3,Slc18a3
ENSMUSG00000097794,Gm2990,Gm2990
ENSMUSG00000054051,Ercc6,Ercc6
ENSMUSG00000041730,Prrxl1,Prrxl1
ENSMUSG00000071540,3425401B19Rik,3425401B19Rik
ENSMUSG00000101086,Gm28651,Gm28651
ENSMUSG00000041707,Tmem273,Tmem273
ENSMUSG00000078127,Fam170b,Fam170b
ENSMUSG00000050666,Vstm4,Vstm4
ENSMUSG00000051506,Wdfy4,Wdfy4
ENSMUSG00000041673,Lrrc18,Lrrc18
ENSMUSG00000063506,Arhgap22,Arhgap22
ENSMUSG00000115597,Gm49030,Gm49030
ENSMUSG00000087639,Gm15512,Gm15512
ENSMUSG00000021936,Mapk8,Mapk8
ENSMUSG00000108841,Frmpd2,Frmpd2
ENSMUSG00000021940,Ptpn20,Ptpn20
ENSMUSG00000115134,Gm49108,Gm49108
ENSMUSG00000115751,4930503F20Rik,4930503F20Rik
ENSMUSG00000021943,Gdf10,Gdf10
ENSMUSG00000072625,Gdf2,Gdf2
ENSMUSG00000041534,Rbp3,Rbp3
ENSMUSG00000044519,Zfp488,Zfp488
ENSMUSG00000115726,Gm30083,Gm30083
ENSMUSG00000072624,Gm5460,Gm5460
ENSMUSG00000095493,A630023A22Rik,A630023A22Rik
ENSMUSG00000047441,Antxrl,Antxrl
ENSMUSG00000021950,Anxa8,Anxa8
ENSMUSG00000115180,Gm30556,Gm30556
ENSMUSG00000048337,Npy4r,Npy4r
ENSMUSG00000071531,Gprin2,Gprin2
ENSMUSG00000041479,Syt15,Syt15
ENSMUSG00000115124,Gm49201,Gm49201
ENSMUSG00000041471,Shld2,Shld2
ENSMUSG00000021794,Glud1,Glud1
ENSMUSG00000043681,Fam25c,Fam25c
ENSMUSG00000023064,Sncg,Sncg
ENSMUSG00000041445,Mmrn2,Mmrn2
ENSMUSG00000021796,Bmpr1a,Bmpr1a
ENSMUSG00000090779,Gm17110,Gm17110
ENSMUSG00000021797,9230112D13Rik,9230112D13Rik
ENSMUSG00000021798,Ldb3,Ldb3
ENSMUSG00000021799,Opn4,Opn4
ENSMUSG00000115509,Gm49012,Gm49012
ENSMUSG00000115575,Gm49024,Gm49024
ENSMUSG00000115451,Gm49025,Gm49025
ENSMUSG00000115007,5830448L01Rik,5830448L01Rik
ENSMUSG00000041408,Wapl,Wapl
ENSMUSG00000097310,A930038B10Rik,A930038B10Rik
ENSMUSG00000115109,Gm49032,Gm49032
ENSMUSG00000041078,Grid1,Grid1
ENSMUSG00000041068,4930596D02Rik,4930596D02Rik
ENSMUSG00000096405,4930474N05Rik,4930474N05Rik
ENSMUSG00000058690,Ccser2,Ccser2
ENSMUSG00000021804,Rgr,Rgr
ENSMUSG00000041044,Lrit1,Lrit1
ENSMUSG00000043418,Lrit2,Lrit2
ENSMUSG00000021803,Cdhr1,Cdhr1
ENSMUSG00000096001,2610528A11Rik,2610528A11Rik
ENSMUSG00000041028,Ghitm,Ghitm
ENSMUSG00000114334,Gm31393,Gm31393
ENSMUSG00000114219,Gm31456,Gm31456
ENSMUSG00000041014,Nrg3,Nrg3
ENSMUSG00000093556,Gm20641,Gm20641
ENSMUSG00000093528,Nrg3os,Nrg3os
ENSMUSG00000093383,Gm20642,Gm20642
ENSMUSG00000101261,1700109I08Rik,1700109I08Rik
ENSMUSG00000037833,Sh2d4b,Sh2d4b
ENSMUSG00000037824,Tspan14,Tspan14
ENSMUSG00000021792,Prxl2a,Prxl2a
ENSMUSG00000021791,Dydc2,Dydc2
ENSMUSG00000114196,Gm47547,Gm47547
ENSMUSG00000021790,Dydc1,Dydc1
ENSMUSG00000037798,Mat1a,Mat1a
ENSMUSG00000021789,Sftpa1,Sftpa1
ENSMUSG00000037780,Mbl1,Mbl1
ENSMUSG00000021795,Sftpd,Sftpd
ENSMUSG00000091110,Gm2832,Gm2832
ENSMUSG00000094925,Gm5798,Gm5798
ENSMUSG00000091131,Gm7945,Gm7945
ENSMUSG00000092142,Gm6482,Gm6482
ENSMUSG00000093863,Gm7954,Gm7954
ENSMUSG00000090505,Gm3486,Gm3486
ENSMUSG00000093833,Gm7970,Gm7970
ENSMUSG00000090440,1700049E17Rik2,1700049E17Rik2
ENSMUSG00000091657,Gm3072,Gm3072
ENSMUSG00000079269,Gm3676,Gm3676
ENSMUSG00000095518,Gm8068,Gm8068
ENSMUSG00000091740,Gm7929,Gm7929
ENSMUSG00000114852,Gm47189,Gm47189
ENSMUSG00000095551,Gm7980,Gm7980
ENSMUSG00000079271,1700049E17Rik1,1700049E17Rik1
ENSMUSG00000052334,1700024B05Rik,1700024B05Rik
ENSMUSG00000095044,Gm6401,Gm6401
ENSMUSG00000093945,Gm3543,Gm3543
ENSMUSG00000095490,Gm7951,Gm7951
ENSMUSG00000093926,Gm17027,Gm17027
ENSMUSG00000091792,Gm3573,Gm3573
ENSMUSG00000092152,Gm17026,Gm17026
ENSMUSG00000095371,Gm9611,Gm9611
ENSMUSG00000094157,Gm7995,Gm7995
ENSMUSG00000092148,Gm8005,Gm8005
ENSMUSG00000094954,Gm8011,Gm8011
ENSMUSG00000090690,Gm8020,Gm8020
ENSMUSG00000095318,Gm8024,Gm8024
ENSMUSG00000091140,Gm17124,Gm17124
ENSMUSG00000095113,Gm3633,Gm3633
ENSMUSG00000093948,Gm10378,Gm10378
ENSMUSG00000095466,Gm3015,Gm3015
ENSMUSG00000095226,Gm10377,Gm10377
ENSMUSG00000094804,Gm21977,Gm21977
ENSMUSG00000094349,Gm8082,Gm8082
ENSMUSG00000072605,Gm10376,Gm10376
ENSMUSG00000091733,Gm8094,Gm8094
ENSMUSG00000096446,Gm8104,Gm8104
ENSMUSG00000115262,Gm49135,Gm49135
ENSMUSG00000094151,Gm7233,Gm7233
ENSMUSG00000094784,Gm8122,Gm8122
ENSMUSG00000090634,Gm8126,Gm8126
ENSMUSG00000115483,Gm9732,Gm9732
ENSMUSG00000090713,Gm8127,Gm8127
ENSMUSG00000095384,1700001F09Rik,1700001F09Rik
ENSMUSG00000096372,Gm8138,Gm8138
ENSMUSG00000091477,Gm5799,Gm5799
ENSMUSG00000095743,Gm17654,Gm17654
ENSMUSG00000095528,Gm10375,Gm10375
ENSMUSG00000115050,Gm21154,Gm21154
ENSMUSG00000093968,Gm8165,Gm8165
ENSMUSG00000049235,Gm7324,Gm7324
ENSMUSG00000091718,Gm16506,Gm16506
ENSMUSG00000091698,Gm6526,Gm6526
ENSMUSG00000115272,Gm49965,Gm49965
ENSMUSG00000091584,Gm8180,Gm8180
ENSMUSG00000115659,Gm41138,Gm41138
ENSMUSG00000115354,Gm49083,Gm49083
ENSMUSG00000072601,Ear1,Ear1
ENSMUSG00000090166,Ear10,Ear10
ENSMUSG00000089901,Gm8113,Gm8113
ENSMUSG00000053961,Ang5,Ang5
ENSMUSG00000115724,Gm49087,Gm49087
ENSMUSG00000072598,Ang6,Ang6
ENSMUSG00000090249,Gm3287,Gm3287
ENSMUSG00000115488,Gm49099,Gm49099
ENSMUSG00000115794,Gm49101,Gm49101
ENSMUSG00000072596,Ear2,Ear2
ENSMUSG00000090594,Gm3327,Gm3327
ENSMUSG00000072595,4930503E14Rik,4930503E14Rik
ENSMUSG00000115294,1700047E10Rik,1700047E10Rik
ENSMUSG00000094543,Gm8212,Gm8212
ENSMUSG00000115536,Gm32857,Gm32857
ENSMUSG00000091725,Gm8220,Gm8220
ENSMUSG00000079267,Gm5930,Gm5930
ENSMUSG00000090379,Gm8229,Gm8229
ENSMUSG00000090716,Gm3371,Gm3371
ENSMUSG00000091569,Gm8232,Gm8232
ENSMUSG00000115359,Gm49779,Gm49779
ENSMUSG00000072145,BC061237,BC061237
ENSMUSG00000091429,Gm17093,Gm17093
ENSMUSG00000115801,AC160336.1,AC160336.1
ENSMUSG00000092165,Gm5624,Gm5624
ENSMUSG00000091122,Gm8247,Gm8247
ENSMUSG00000079265,Gm8257,Gm8257
ENSMUSG00000091923,Gm8267,Gm8267
ENSMUSG00000115321,Gm34060,Gm34060
ENSMUSG00000115747,Gm49145,Gm49145
ENSMUSG00000071489,Ptgdr,Ptgdr
ENSMUSG00000075042,4930431P03Rik,4930431P03Rik
ENSMUSG00000090709,Gm17173,Gm17173
ENSMUSG00000037759,Ptger2,Ptger2
ENSMUSG00000115735,Gm49180,Gm49180
ENSMUSG00000021830,Txndc16,Txndc16
ENSMUSG00000049092,Gpr137c,Gpr137c
ENSMUSG00000115373,Gm49194,Gm49194
ENSMUSG00000021831,Ero1l,Ero1l
ENSMUSG00000021832,Psmc6,Psmc6
ENSMUSG00000053205,Styx,Styx
ENSMUSG00000037722,Gnpnat1,Gnpnat1
ENSMUSG00000115209,Gm34250,Gm34250
ENSMUSG00000037712,Fermt2,Fermt2
ENSMUSG00000115324,4930527F14Rik,4930527F14Rik
ENSMUSG00000115846,Gm41144,Gm41144
ENSMUSG00000115391,Gm49123,Gm49123
ENSMUSG00000085913,Gm15601,Gm15601
ENSMUSG00000115553,Gm49124,Gm49124
ENSMUSG00000037697,Ddhd1,Ddhd1
ENSMUSG00000086124,A530076I17Rik,A530076I17Rik
ENSMUSG00000085866,Gm15218,Gm15218
ENSMUSG00000115000,Gm49192,Gm49192
ENSMUSG00000079261,Gm15217,Gm15217
ENSMUSG00000021835,Bmp4,Bmp4
ENSMUSG00000086746,Gm15222,Gm15222
ENSMUSG00000086168,Gm15221,Gm15221
ENSMUSG00000115168,Gm48910,Gm48910
ENSMUSG00000115296,Gm48911,Gm48911
ENSMUSG00000115083,Gm34756,Gm34756
ENSMUSG00000115158,Gm48912,Gm48912
ENSMUSG00000085380,E130120K24Rik,E130120K24Rik
ENSMUSG00000085123,Rubie,Rubie
ENSMUSG00000115665,4933425B07Rik,4933425B07Rik
ENSMUSG00000115015,D330046F09Rik,D330046F09Rik
ENSMUSG00000115421,Gm48917,Gm48917
ENSMUSG00000115690,Gm48924,Gm48924
ENSMUSG00000037628,Cdkn3,Cdkn3
ENSMUSG00000015759,Cnih1,Cnih1
ENSMUSG00000115003,Gm48933,Gm48933
ENSMUSG00000062014,Gmfb,Gmfb
ENSMUSG00000061510,Gm10101,Gm10101
ENSMUSG00000055128,Cgrrf1,Cgrrf1
ENSMUSG00000115417,Gm48949,Gm48949
ENSMUSG00000115100,Gm34934,Gm34934
ENSMUSG00000021838,Samd4,Samd4
ENSMUSG00000115410,2810457G06Rik,2810457G06Rik
ENSMUSG00000089870,Gm15562,Gm15562
ENSMUSG00000072589,Gm10371,Gm10371
ENSMUSG00000037580,Gch1,Gch1
ENSMUSG00000037572,Wdhd1,Wdhd1
ENSMUSG00000115097,Gm49150,Gm49150
ENSMUSG00000048379,Socs4,Socs4
ENSMUSG00000021840,Mapk1ip1l,Mapk1ip1l
ENSMUSG00000115082,Gm49189,Gm49189
ENSMUSG00000050335,Lgals3,Lgals3
ENSMUSG00000037544,Dlgap5,Dlgap5
ENSMUSG00000115617,Gm48975,Gm48975
ENSMUSG00000037536,Fbxo34,Fbxo34
ENSMUSG00000115145,Gm35166,Gm35166
ENSMUSG00000037526,Atg14,Atg14
ENSMUSG00000115823,Gm49004,Gm49004
ENSMUSG00000021843,Ktn1,Ktn1
ENSMUSG00000115719,4930538L07Rik,4930538L07Rik
ENSMUSG00000115215,Gm41148,Gm41148
ENSMUSG00000115046,Gm49302,Gm49302
ENSMUSG00000115310,Gm35360,Gm35360
ENSMUSG00000115609,4930447J18Rik,4930447J18Rik
ENSMUSG00000114989,Gm49303,Gm49303
ENSMUSG00000115403,Gm49304,Gm49304
ENSMUSG00000115425,Gm49305,Gm49305
ENSMUSG00000115060,Gm49306,Gm49306
ENSMUSG00000021846,Peli2,Peli2
ENSMUSG00000114991,1700128I11Rik,1700128I11Rik
ENSMUSG00000036339,Tmem260,Tmem260
ENSMUSG00000115756,Gm49519,Gm49519
ENSMUSG00000115725,4930572G02Rik,4930572G02Rik
ENSMUSG00000115636,Gm49120,Gm49120
ENSMUSG00000115376,Gm35766,Gm35766
ENSMUSG00000115669,Gm49151,Gm49151
ENSMUSG00000021848,Otx2,Otx2
ENSMUSG00000098682,Otx2os1,Otx2os1
ENSMUSG00000115579,Gm49156,Gm49156
ENSMUSG00000115398,Gm534,Gm534
ENSMUSG00000115008,4933429O19Rik,4933429O19Rik
ENSMUSG00000061244,Exoc5,Exoc5
ENSMUSG00000036291,Ap5m1,Ap5m1
ENSMUSG00000036282,Naa30,Naa30
ENSMUSG00000115772,Gm48935,Gm48935
ENSMUSG00000021850,ccdc198,ccdc198
ENSMUSG00000021852,Slc35f4,Slc35f4
ENSMUSG00000115096,Gm48940,Gm48940
ENSMUSG00000036242,Armh4,Armh4
ENSMUSG00000115787,Gm36146,Gm36146
ENSMUSG00000048933,Olfr722,Olfr722
ENSMUSG00000093825,Olfr723,Olfr723
ENSMUSG00000096254,Olfr724,Olfr724
ENSMUSG00000068437,Olfr725,Olfr725
ENSMUSG00000060523,Olfr726,Olfr726
ENSMUSG00000059488,Olfr727,Olfr727
ENSMUSG00000050030,Olfr728,Olfr728
ENSMUSG00000049011,Olfr729,Olfr729
ENSMUSG00000109835,Olfr730,Olfr730
ENSMUSG00000048080,Olfr731,Olfr731
ENSMUSG00000091873,Olfr732,Olfr732
ENSMUSG00000090874,Olfr733,Olfr733
ENSMUSG00000045306,Olfr734,Olfr734
ENSMUSG00000046210,Olfr735,Olfr735
ENSMUSG00000051969,Tlr11,Tlr11
ENSMUSG00000047716,Olfr736,Olfr736
ENSMUSG00000094692,Olfr738,Olfr738
ENSMUSG00000057903,Olfr739,Olfr739
ENSMUSG00000095917,Olfr740,Olfr740
ENSMUSG00000095765,Olfr741,Olfr741
ENSMUSG00000068431,Olfr742,Olfr742
ENSMUSG00000094285,Olfr743,Olfr743
ENSMUSG00000053815,Olfr744,Olfr744
ENSMUSG00000050028,Olfr745,Olfr745
ENSMUSG00000058188,Olfr746,Olfr746
ENSMUSG00000057179,Olfr747,Olfr747
ENSMUSG00000060084,Olfr748,Olfr748
ENSMUSG00000059069,Olfr749,Olfr749
ENSMUSG00000006288,Ttc5,Ttc5
ENSMUSG00000071470,Ccnb1ip1,Ccnb1ip1
ENSMUSG00000036023,Parp2,Parp2
ENSMUSG00000006281,Tep1,Tep1
ENSMUSG00000097431,Gm26782,Gm26782
ENSMUSG00000090799,Klhl33,Klhl33
ENSMUSG00000006289,Osgep,Osgep
ENSMUSG00000035960,Apex1,Apex1
ENSMUSG00000035953,Pip4p1,Pip4p1
ENSMUSG00000115338,Pnp,Pnp
ENSMUSG00000068417,Pnp2,Pnp2
ENSMUSG00000021872,Rnase10,Rnase10
ENSMUSG00000052382,Rnase9,Rnase9
ENSMUSG00000059648,Rnase11,Rnase11
ENSMUSG00000068407,Rnase12,Rnase12
ENSMUSG00000035932,Olfr750,Olfr750
ENSMUSG00000021876,Rnase4,Rnase4
ENSMUSG00000072115,Ang,Ang
ENSMUSG00000072575,Eddm3b,Eddm3b
ENSMUSG00000021880,Rnase6,Rnase6
ENSMUSG00000114985,1810028F09Rik,1810028F09Rik
ENSMUSG00000035896,Rnase1,Rnase1
ENSMUSG00000059606,Rnase2b,Rnase2b
ENSMUSG00000047894,Ang2,Ang2
ENSMUSG00000050766,Ear14,Ear14
ENSMUSG00000047222,Rnase2a,Rnase2a
ENSMUSG00000094991,Gm21718,Gm21718
ENSMUSG00000115540,4930597G03Rik,4930597G03Rik
ENSMUSG00000068399,Gm7247,Gm7247
ENSMUSG00000000606,Vmn2r88,Vmn2r88
ENSMUSG00000070448,Vmn2r89,Vmn2r89
ENSMUSG00000079244,Gm5622,Gm5622
ENSMUSG00000091142,Gm17175,Gm17175
ENSMUSG00000096024,Gm17174,Gm17174
ENSMUSG00000094715,Gm17078,Gm17078
ENSMUSG00000091296,Gm4181,Gm4181
ENSMUSG00000090740,Gm17079,Gm17079
ENSMUSG00000068506,Gm5800,Gm5800
ENSMUSG00000060615,Ang4,Ang4
ENSMUSG00000050961,AY358078,AY358078
ENSMUSG00000062148,Ear6,Ear6
ENSMUSG00000004561,Mettl17,Mettl17
ENSMUSG00000072572,Slc39a2,Slc39a2
ENSMUSG00000004558,Ndrg2,Ndrg2
ENSMUSG00000008813,Tppp2,Tppp2
ENSMUSG00000068392,Rnase13,Rnase13
ENSMUSG00000115698,Gm49076,Gm49076
ENSMUSG00000004562,Arhgef40,Arhgef40
ENSMUSG00000097633,Gm16617,Gm16617
ENSMUSG00000049295,Zfp219,Zfp219
ENSMUSG00000072571,Tmem253,Tmem253
ENSMUSG00000115454,Gm49086,Gm49086
ENSMUSG00000115141,Gm49256,Gm49256
ENSMUSG00000044286,Olfr221,Olfr221
ENSMUSG00000060373,Hnrnpc,Hnrnpc
ENSMUSG00000057132,Rpgrip1,Rpgrip1
ENSMUSG00000035726,Supt16,Supt16
ENSMUSG00000097533,Gm26590,Gm26590
ENSMUSG00000053754,Chd8,Chd8
ENSMUSG00000022159,Rab2b,Rab2b
ENSMUSG00000016831,Tox4,Tox4
ENSMUSG00000022160,Mettl3,Mettl3
ENSMUSG00000049532,Sall2,Sall2
ENSMUSG00000095030,Olfr1513,Olfr1513
ENSMUSG00000094140,Olfr1512,Olfr1512
ENSMUSG00000063867,Olfr1511,Olfr1511
ENSMUSG00000063106,Olfr1510,Olfr1510
ENSMUSG00000076758,Trav1,Trav1
ENSMUSG00000035626,Olfr1509,Olfr1509
ENSMUSG00000057564,Olfr1508,Olfr1508
ENSMUSG00000059887,Olfr1507,Olfr1507
ENSMUSG00000076759,Trav2,Trav2
ENSMUSG00000076760,Trav3-1,Trav3-1
ENSMUSG00000106382,Trav4-1,Trav4-1
ENSMUSG00000076761,Trav5-1,Trav5-1
ENSMUSG00000076762,Trav6-1,Trav6-1
ENSMUSG00000104620,Trav7-1,Trav7-1
ENSMUSG00000076764,Trav6-2,Trav6-2
ENSMUSG00000105533,Trav7d-2,Trav7d-2
ENSMUSG00000082819,Trav4d-2,Trav4d-2
ENSMUSG00000096600,Trav6d-3,Trav6d-3
ENSMUSG00000096746,Trav7d-3,Trav7d-3
ENSMUSG00000095387,Trav6d-4,Trav6d-4
ENSMUSG00000094023,Trav7d-4,Trav7d-4
ENSMUSG00000076770,Trav8d-1,Trav8d-1
ENSMUSG00000096478,Trav9d-1,Trav9d-1
ENSMUSG00000095426,Trav6d-5,Trav6d-5
ENSMUSG00000094792,Trav10d,Trav10d
ENSMUSG00000094176,Trav6d-6,Trav6d-6
ENSMUSG00000095088,Trav11d,Trav11d
ENSMUSG00000105393,Trav7d-5,Trav7d-5
ENSMUSG00000095689,Trav12d-1,Trav12d-1
ENSMUSG00000076778,Trav13d-1,Trav13d-1
ENSMUSG00000095854,Trav14d-1,Trav14d-1
ENSMUSG00000096653,Trav15d-1-dv6d-1,Trav15d-1-dv6d-1
ENSMUSG00000106533,Trav3d-2,Trav3d-2
ENSMUSG00000094914,Trav9d-2,Trav9d-2
ENSMUSG00000093939,Trav4d-3,Trav4d-3
ENSMUSG00000104714,Trav5d-2,Trav5d-2
ENSMUSG00000096129,Trav12d-2,Trav12d-2
ENSMUSG00000095495,Trav9d-3,Trav9d-3
ENSMUSG00000105887,Trav5d-3,Trav5d-3
ENSMUSG00000094607,Trav12d-3,Trav12d-3
ENSMUSG00000094758,Trav13d-2,Trav13d-2
ENSMUSG00000095560,Trav14d-2,Trav14d-2
ENSMUSG00000105953,Trav15d-2-dv6d-2,Trav15d-2-dv6d-2
ENSMUSG00000093953,Trav3d-3,Trav3d-3
ENSMUSG00000090868,Trav9d-4,Trav9d-4
ENSMUSG00000096505,Trav4d-4,Trav4d-4
ENSMUSG00000096106,Trav5d-4,Trav5d-4
ENSMUSG00000095756,Trav6d-7,Trav6d-7
ENSMUSG00000105721,C920008G01Rik,C920008G01Rik
ENSMUSG00000104598,Gm30214,Gm30214
ENSMUSG00000095643,Trav13d-3,Trav13d-3
ENSMUSG00000076795,Trav8d-2,Trav8d-2
ENSMUSG00000076796,Trav16d-dv11,Trav16d-dv11
ENSMUSG00000096329,Trav13d-4,Trav13d-4
ENSMUSG00000094619,Trav14d-3-dv8,Trav14d-3-dv8
ENSMUSG00000106481,Trav15d-3,Trav15d-3
ENSMUSG00000095736,Trav7n-4,Trav7n-4
ENSMUSG00000092251,Trav9n-1,Trav9n-1
ENSMUSG00000076800,Trav6n-5,Trav6n-5
